"Date","State","Race","Cases","Deaths","Hospitalizations","Tests"
"2020-07-26","OK","Latino",NA,NA,NA,NA
"2020-07-26","OK","Asian",1637,12,NA,NA
"2020-07-26","OK","AIAN",2593,44,NA,NA
"2020-07-26","OK","NHPI",NA,NA,NA,NA
"2020-07-26","OK","Multiracial",NA,NA,NA,NA
"2020-07-26","OK","Other",1245,12,NA,NA
"2020-07-26","OK","Unknown",5926,27,NA,NA
"2020-07-26","OR","Caucasian",6636,202,805,NA
"2020-07-26","OR","African_American",606,6,68,NA
"2020-07-26","OR","Latino",NA,NA,NA,NA
"2020-07-26","OR","Asian",508,12,64,NA
"2020-07-26","OR","AIAN",385,3,33,NA
"2020-07-26","OR","NHPI",385,6,54,NA
"2020-07-26","OR","Multiracial",347,3,21,NA
"2020-07-26","OR","Other",5262,23,343,NA
"2020-07-26","OR","Unknown",2629,34,86,NA
"2020-07-26","PA","Caucasian",34900,5018,NA,NA
"2020-07-26","PA","African_American",14600,1484,NA,NA
"2020-07-26","PA","Latino",NA,NA,NA,NA
"2020-07-26","PA","Asian",1500,151,NA,NA
"2020-07-26","PA","AIAN",NA,NA,NA,NA
"2020-07-26","PA","NHPI",NA,NA,NA,NA
"2020-07-26","PA","Multiracial",NA,NA,NA,NA
"2020-07-26","PA","Other",1100,339,NA,NA
"2020-07-26","PA","Unknown",55325,126,NA,NA
"2020-07-26","PR","Caucasian",NA,NA,NA,NA
"2020-07-26","PR","African_American",NA,NA,NA,NA
"2020-07-26","PR","Latino",NA,NA,NA,NA
"2020-07-26","PR","Asian",NA,NA,NA,NA
"2020-07-26","PR","AIAN",NA,NA,NA,NA
"2020-07-26","PR","NHPI",NA,NA,NA,NA
"2020-07-26","PR","Multiracial",NA,NA,NA,NA
"2020-07-26","PR","Other",NA,NA,NA,NA
"2020-07-26","PR","Unknown",15143,201,NA,NA
"2020-07-26","RI","Caucasian",4939,662,810,4939
"2020-07-26","RI","African_American",1671,51,200,1671
"2020-07-26","RI","Latino",6171,85,577,6171
"2020-07-26","RI","Asian",NA,NA,NA,0
"2020-07-26","RI","AIAN",NA,NA,NA,0
"2020-07-26","RI","NHPI",NA,NA,NA,0
"2020-07-26","RI","Multiracial",NA,NA,NA,0
"2020-07-26","RI","Other",493,13,50,493
"2020-07-26","RI","Unknown",4950,191,509,4950
"2020-07-26","SC","Caucasian",26500,642,NA,NA
"2020-07-26","SC","African_American",19433,526,NA,NA
"2020-07-26","SC","Latino",NA,NA,NA,NA
"2020-07-26","SC","Asian",588,12,NA,NA
"2020-07-26","SC","AIAN",NA,NA,NA,NA
"2020-07-26","SC","NHPI",NA,NA,NA,NA
"2020-07-26","SC","Multiracial",NA,NA,NA,NA
"2020-07-26","SC","Other",5300,38,NA,NA
"2020-07-26","SC","Unknown",29376,271,NA,NA
"2020-07-26","SD","Caucasian",3292,NA,NA,NA
"2020-07-26","SD","African_American",1006,NA,NA,NA
"2020-07-26","SD","Latino",1175,NA,NA,NA
"2020-07-26","SD","Asian",719,NA,NA,NA
"2020-07-26","SD","AIAN",1360,NA,NA,NA
"2020-07-26","SD","NHPI",NA,NA,NA,NA
"2020-07-26","SD","Multiracial",NA,NA,NA,NA
"2020-07-26","SD","Other",843,NA,NA,NA
"2020-07-26","SD","Unknown",0,123,NA,NA
"2020-07-26","TN","Caucasian",39810,543,NA,NA
"2020-07-26","TN","African_American",18149,336,NA,NA
"2020-07-26","TN","Latino",NA,NA,NA,NA
"2020-07-26","TN","Asian",898,15,NA,NA
"2020-07-26","TN","AIAN",111,2,NA,NA
"2020-07-26","TN","NHPI",73,2,NA,NA
"2020-07-26","TN","Multiracial",NA,NA,NA,NA
"2020-07-26","TN","Other",12786,60,NA,NA
"2020-07-26","TN","Unknown",22109,9,NA,NA
"2020-07-26","TX","Caucasian",8341,336,NA,NA
"2020-07-26","TX","African_American",4059,99,NA,NA
"2020-07-26","TX","Latino",12980,237,NA,NA
"2020-07-26","TX","Asian",683,16,NA,NA
"2020-07-26","TX","AIAN",NA,NA,NA,NA
"2020-07-26","TX","NHPI",NA,NA,NA,NA
"2020-07-26","TX","Multiracial",NA,NA,NA,NA
"2020-07-26","TX","Other",153,2,NA,NA
"2020-07-26","TX","Unknown",355440,4348,NA,NA
"2020-07-26","UT","Caucasian",14847,140,912,272614
"2020-07-26","UT","African_American",941,5,54,5881
"2020-07-26","UT","Latino",14749,65,852,61413
"2020-07-26","UT","Asian",828,15,54,6527
"2020-07-26","UT","AIAN",817,21,108,6531
"2020-07-26","UT","NHPI",1490,14,165,6814
"2020-07-26","UT","Multiracial",NA,NA,NA,0
"2020-07-26","UT","Other",4665,22,281,34303
"2020-07-26","UT","Unknown",4306,12,61,122256
"2020-07-26","VA","Caucasian",19270,1129,2259,NA
"2020-07-26","VA","African_American",14548,494,1984,NA
"2020-07-26","VA","Latino",25397,230,2530,NA
"2020-07-26","VA","Asian",2566,120,401,NA
"2020-07-26","VA","AIAN",99,2,6,NA
"2020-07-26","VA","NHPI",NA,NA,NA,NA
"2020-07-26","VA","Multiracial",336,0,23,NA
"2020-07-26","VA","Other",2005,29,170,NA
"2020-07-26","VA","Unknown",20346,74,220,NA
"2020-07-26","VI","Caucasian",NA,NA,NA,NA
"2020-07-26","VI","African_American",NA,NA,NA,NA
"2020-07-26","VI","Latino",NA,NA,NA,NA
"2020-07-26","VI","Asian",NA,NA,NA,NA
"2020-07-26","VI","AIAN",NA,NA,NA,NA
"2020-07-26","VI","NHPI",NA,NA,NA,NA
"2020-07-26","VI","Multiracial",NA,NA,NA,NA
"2020-07-26","VI","Other",NA,NA,NA,NA
"2020-07-26","VI","Unknown",361,7,NA,NA
"2020-07-26","VT","Caucasian",1149,53,NA,NA
"2020-07-26","VT","African_American",159,NA,NA,NA
"2020-07-26","VT","Latino",NA,NA,NA,NA
"2020-07-26","VT","Asian",53,2,NA,NA
"2020-07-26","VT","AIAN",2,NA,NA,NA
"2020-07-26","VT","NHPI",NA,NA,NA,NA
"2020-07-26","VT","Multiracial",NA,NA,NA,NA
"2020-07-26","VT","Other",29,1,NA,NA
"2020-07-26","VT","Unknown",8,0,NA,NA
"2020-07-26","WA","Caucasian",12849,986,1848,NA
"2020-07-26","WA","African_American",1903,49,212,NA
"2020-07-26","WA","Latino",15202,200,1143,NA
"2020-07-26","WA","Asian",1832,125,281,NA
"2020-07-26","WA","AIAN",611,33,75,NA
"2020-07-26","WA","NHPI",987,21,128,NA
"2020-07-26","WA","Multiracial",807,17,57,NA
"2020-07-26","WA","Other",802,33,81,NA
"2020-07-26","WA","Unknown",17642,37,1549,NA
"2020-07-26","WI","Caucasian",32024,629,NA,NA
"2020-07-26","WI","African_American",7984,203,NA,NA
"2020-07-26","WI","Latino",NA,NA,NA,NA
"2020-07-26","WI","Asian",1661,26,NA,NA
"2020-07-26","WI","AIAN",508,10,NA,NA
"2020-07-26","WI","NHPI",NA,NA,NA,NA
"2020-07-26","WI","Multiracial",NA,NA,NA,NA
"2020-07-26","WI","Other",5080,15,NA,NA
"2020-07-26","WI","Unknown",5423,16,NA,NA
"2020-07-26","WV","Caucasian",4614,58,NA,NA
"2020-07-26","WV","African_American",453,3,NA,NA
"2020-07-26","WV","Latino",NA,NA,NA,NA
"2020-07-26","WV","Asian",NA,NA,NA,NA
"2020-07-26","WV","AIAN",NA,NA,NA,NA
"2020-07-26","WV","NHPI",NA,NA,NA,NA
"2020-07-26","WV","Multiracial",NA,NA,NA,NA
"2020-07-26","WV","Other",893,NA,NA,NA
"2020-07-26","WV","Unknown",0,42,NA,NA
"2020-07-26","WY","Caucasian",1199,12,NA,NA
"2020-07-26","WY","African_American",24,0,NA,NA
"2020-07-26","WY","Latino",312,2,NA,NA
"2020-07-26","WY","Asian",12,0,NA,NA
"2020-07-26","WY","AIAN",379,10,NA,NA
"2020-07-26","WY","NHPI",8,NA,NA,NA
"2020-07-26","WY","Multiracial",NA,NA,NA,NA
"2020-07-26","WY","Other",97,0,NA,NA
"2020-07-26","WY","Unknown",533,1,NA,NA
"2020-07-22","AK","Caucasian",750,11,47,NA
"2020-07-22","AK","African_American",49,0,1,NA
"2020-07-22","AK","Latino",NA,NA,NA,NA
"2020-07-22","AK","Asian",67,2,9,NA
"2020-07-22","AK","AIAN",282,4,21,NA
"2020-07-22","AK","NHPI",76,1,15,NA
"2020-07-22","AK","Multiracial",61,0,0,NA
"2020-07-22","AK","Other",38,0,5,NA
"2020-07-22","AK","Unknown",809,1,11,NA
"2020-07-22","AL","Caucasian",22694,672,NA,NA
"2020-07-22","AL","African_American",20884,561,NA,NA
"2020-07-22","AL","Latino",NA,NA,NA,NA
"2020-07-22","AL","Asian",267,4,NA,NA
"2020-07-22","AL","AIAN",NA,NA,NA,NA
"2020-07-22","AL","NHPI",NA,NA,NA,NA
"2020-07-22","AL","Multiracial",NA,NA,NA,NA
"2020-07-22","AL","Other",3957,27,NA,NA
"2020-07-22","AL","Unknown",24002,100,NA,NA
"2020-07-22","AR","Caucasian",17406,214,NA,NA
"2020-07-22","AR","African_American",7521,100,NA,NA
"2020-07-22","AR","Latino",NA,NA,NA,NA
"2020-07-22","AR","Asian",498,6,NA,NA
"2020-07-22","AR","AIAN",101,0,NA,NA
"2020-07-22","AR","NHPI",1985,30,NA,NA
"2020-07-22","AR","Multiracial",NA,NA,NA,NA
"2020-07-22","AR","Other",4638,27,NA,NA
"2020-07-22","AR","Unknown",3097,3,NA,NA
"2020-07-22","AS","Caucasian",NA,NA,NA,NA
"2020-07-22","AS","African_American",NA,NA,NA,NA
"2020-07-22","AS","Latino",NA,NA,NA,NA
"2020-07-22","AS","Asian",NA,NA,NA,NA
"2020-07-22","AS","AIAN",NA,NA,NA,NA
"2020-07-22","AS","NHPI",NA,NA,NA,NA
"2020-07-22","AS","Multiracial",NA,NA,NA,NA
"2020-07-22","AS","Other",NA,NA,NA,NA
"2020-07-22","AS","Unknown",NA,NA,NA,NA
"2020-07-22","AZ","Caucasian",24130,1128,2470,NA
"2020-07-22","AZ","African_American",3246,86,315,NA
"2020-07-22","AZ","Latino",34645,786,2707,NA
"2020-07-22","AZ","Asian",1096,32,104,NA
"2020-07-22","AZ","AIAN",9085,394,794,NA
"2020-07-22","AZ","NHPI",NA,NA,NA,NA
"2020-07-22","AZ","Multiracial",NA,NA,NA,NA
"2020-07-22","AZ","Other",3034,53,146,NA
"2020-07-22","AZ","Unknown",75373,495,511,NA
"2020-07-22","CA","Caucasian",46562,2347,NA,NA
"2020-07-22","CA","African_American",11396,660,NA,NA
"2020-07-22","CA","Latino",146903,3455,NA,NA
"2020-07-22","CA","Asian",14920,1008,NA,NA
"2020-07-22","CA","AIAN",587,27,NA,NA
"2020-07-22","CA","NHPI",1590,41,NA,NA
"2020-07-22","CA","Multiracial",1967,41,NA,NA
"2020-07-22","CA","Other",40455,93,NA,NA
"2020-07-22","CA","Unknown",149196,198,NA,NA
"2020-07-22","CO","Caucasian",12771,1020,NA,NA
"2020-07-22","CO","African_American",1874,109,NA,NA
"2020-07-22","CO","Latino",13897,361,NA,NA
"2020-07-22","CO","Asian",840,53,NA,NA
"2020-07-22","CO","AIAN",204,11,NA,NA
"2020-07-22","CO","NHPI",127,5,NA,NA
"2020-07-22","CO","Multiracial",381,20,NA,NA
"2020-07-22","CO","Other",285,6,NA,NA
"2020-07-22","CO","Unknown",11311,53,NA,NA
"2020-07-22","CT","Caucasian",17226,3230,NA,NA
"2020-07-22","CT","African_American",6375,651,NA,NA
"2020-07-22","CT","Latino",9249,380,NA,NA
"2020-07-22","CT","Asian",695,48,NA,NA
"2020-07-22","CT","AIAN",44,2,NA,NA
"2020-07-22","CT","NHPI",NA,NA,NA,NA
"2020-07-22","CT","Multiracial",143,32,NA,NA
"2020-07-22","CT","Other",293,21,NA,NA
"2020-07-22","CT","Unknown",14198,42,NA,NA
"2020-07-22","DC","Caucasian",2343,62,NA,NA
"2020-07-22","DC","African_American",5637,428,NA,NA
"2020-07-22","DC","Latino",NA,76,NA,NA
"2020-07-22","DC","Asian",178,8,NA,NA
"2020-07-22","DC","AIAN",27,NA,NA,NA
"2020-07-22","DC","NHPI",30,NA,NA,NA
"2020-07-22","DC","Multiracial",NA,NA,NA,NA
"2020-07-22","DC","Other",2976,6,NA,NA
"2020-07-22","DC","Unknown",338,0,NA,NA
"2020-07-22","DE","Caucasian",4584,327,NA,71496
"2020-07-22","DE","African_American",3529,135,NA,31159
"2020-07-22","DE","Latino",3605,35,NA,12775
"2020-07-22","DE","Asian",192,1,NA,2765
"2020-07-22","DE","AIAN",NA,NA,NA,0
"2020-07-22","DE","NHPI",NA,NA,NA,0
"2020-07-22","DE","Multiracial",NA,NA,NA,0
"2020-07-22","DE","Other",661,6,NA,10892
"2020-07-22","DE","Unknown",1221,23,NA,30346
"2020-07-22","FL","Caucasian",78227,2515,8068,NA
"2020-07-22","FL","African_American",52834,1061,5368,NA
"2020-07-22","FL","Latino",93126,1358,7211,NA
"2020-07-22","FL","Asian",NA,NA,NA,NA
"2020-07-22","FL","AIAN",NA,NA,NA,NA
"2020-07-22","FL","NHPI",NA,NA,NA,NA
"2020-07-22","FL","Multiracial",NA,NA,NA,NA
"2020-07-22","FL","Other",15553,185,939,NA
"2020-07-22","FL","Unknown",139879,340,1002,NA
"2020-07-22","GA","Caucasian",35048,1503,NA,NA
"2020-07-22","GA","African_American",39008,1516,NA,NA
"2020-07-22","GA","Latino",20562,196,NA,NA
"2020-07-22","GA","Asian",1837,53,NA,NA
"2020-07-22","GA","AIAN",89,5,NA,NA
"2020-07-22","GA","NHPI",153,7,NA,NA
"2020-07-22","GA","Multiracial",NA,NA,NA,NA
"2020-07-22","GA","Other",4191,15,NA,NA
"2020-07-22","GA","Unknown",51414,40,NA,NA
"2020-07-22","GU","Caucasian",35,NA,NA,NA
"2020-07-22","GU","African_American",NA,NA,NA,NA
"2020-07-22","GU","Latino",NA,NA,NA,NA
"2020-07-22","GU","Asian",126,NA,NA,NA
"2020-07-22","GU","AIAN",NA,NA,NA,NA
"2020-07-22","GU","NHPI",128,NA,NA,NA
"2020-07-22","GU","Multiracial",NA,NA,NA,NA
"2020-07-22","GU","Other",27,NA,NA,NA
"2020-07-22","GU","Unknown",16,5,NA,NA
"2020-07-22","HI","Caucasian",221,NA,NA,NA
"2020-07-22","HI","African_American",10,NA,NA,NA
"2020-07-22","HI","Latino",NA,NA,NA,NA
"2020-07-22","HI","Asian",382,NA,NA,NA
"2020-07-22","HI","AIAN",NA,NA,NA,NA
"2020-07-22","HI","NHPI",405,NA,NA,NA
"2020-07-22","HI","Multiracial",NA,NA,NA,NA
"2020-07-22","HI","Other",32,NA,NA,NA
"2020-07-22","HI","Unknown",385,25,NA,NA
"2020-07-22","IA","Caucasian",26456,649,NA,NA
"2020-07-22","IA","African_American",3206,40,NA,NA
"2020-07-22","IA","Latino",NA,NA,NA,NA
"2020-07-22","IA","Asian",2004,24,NA,NA
"2020-07-22","IA","AIAN",400,8,NA,NA
"2020-07-22","IA","NHPI",400,8,NA,NA
"2020-07-22","IA","Multiracial",NA,NA,NA,NA
"2020-07-22","IA","Other",400,0,NA,NA
"2020-07-22","IA","Unknown",7215,81,NA,NA
"2020-07-22","ID","Caucasian",7861,124,NA,NA
"2020-07-22","ID","African_American",207,2,NA,NA
"2020-07-22","ID","Latino",NA,NA,NA,NA
"2020-07-22","ID","Asian",140,2,NA,NA
"2020-07-22","ID","AIAN",119,2,NA,NA
"2020-07-22","ID","NHPI",46,NA,NA,NA
"2020-07-22","ID","Multiracial",563,NA,NA,NA
"2020-07-22","ID","Other",1921,1,NA,NA
"2020-07-22","ID","Unknown",5465,0,NA,NA
"2020-07-22","IL","Caucasian",37393,3268,NA,658288
"2020-07-22","IL","African_American",27704,2024,NA,208530
"2020-07-22","IL","Latino",50999,1531,NA,177642
"2020-07-22","IL","Asian",4497,349,NA,34318
"2020-07-22","IL","AIAN",230,10,NA,1707
"2020-07-22","IL","NHPI",395,9,NA,2403
"2020-07-22","IL","Multiracial",NA,NA,NA,0
"2020-07-22","IL","Other",6190,51,NA,74105
"2020-07-22","IL","Unknown",39068,298,NA,1192669
"2020-07-22","IN","Caucasian",26963,1720,NA,377697
"2020-07-22","IN","African_American",6696,377,NA,54803
"2020-07-22","IN","Latino",NA,NA,NA,0
"2020-07-22","IN","Asian",774,14,NA,5393
"2020-07-22","IN","AIAN",NA,NA,NA,0
"2020-07-22","IN","NHPI",NA,NA,NA,0
"2020-07-22","IN","Multiracial",NA,NA,NA,0
"2020-07-22","IN","Other",9848,359,NA,84367
"2020-07-22","IN","Unknown",14392,393,NA,132153
"2020-07-22","KS","Caucasian",15587,216,1044,141140
"2020-07-22","KS","African_American",1780,64,229,12385
"2020-07-22","KS","Latino",NA,NA,NA,0
"2020-07-22","KS","Asian",888,9,51,1289
"2020-07-22","KS","AIAN",166,2,11,3475
"2020-07-22","KS","NHPI",NA,NA,NA,0
"2020-07-22","KS","Multiracial",NA,NA,NA,0
"2020-07-22","KS","Other",1282,9,130,15937
"2020-07-22","KS","Unknown",4401,8,80,102762
"2020-07-22","KY","Caucasian",12843,515,NA,NA
"2020-07-22","KY","African_American",2044,92,NA,NA
"2020-07-22","KY","Latino",NA,NA,NA,NA
"2020-07-22","KY","Asian",480,8,NA,NA
"2020-07-22","KY","AIAN",77,0,NA,NA
"2020-07-22","KY","NHPI",37,NA,NA,NA
"2020-07-22","KY","Multiracial",965,16,NA,NA
"2020-07-22","KY","Other",NA,NA,NA,NA
"2020-07-22","KY","Unknown",8094,46,NA,NA
"2020-07-22","LA","Caucasian",31163,1679,NA,NA
"2020-07-22","LA","African_American",36693,1803,NA,NA
"2020-07-22","LA","Latino",NA,NA,NA,NA
"2020-07-22","LA","Asian",4463,23,NA,NA
"2020-07-22","LA","AIAN",217,4,NA,NA
"2020-07-22","LA","NHPI",115,5,NA,NA
"2020-07-22","LA","Multiracial",NA,NA,NA,NA
"2020-07-22","LA","Other",8234,18,NA,NA
"2020-07-22","LA","Unknown",18469,138,NA,NA
"2020-07-22","MA","Caucasian",35350,6366,5817,NA
"2020-07-22","MA","African_American",10731,693,1390,NA
"2020-07-22","MA","Latino",22344,586,1611,NA
"2020-07-22","MA","Asian",2409,218,379,NA
"2020-07-22","MA","AIAN",NA,NA,NA,NA
"2020-07-22","MA","NHPI",NA,NA,NA,NA
"2020-07-22","MA","Multiracial",NA,NA,NA,NA
"2020-07-22","MA","Other",6106,545,914,NA
"2020-07-22","MA","Unknown",37380,60,1650,NA
"2020-07-22","MD","Caucasian",16887,1454,NA,NA
"2020-07-22","MD","African_American",23503,1384,NA,NA
"2020-07-22","MD","Latino",20505,388,NA,NA
"2020-07-22","MD","Asian",1532,131,NA,NA
"2020-07-22","MD","AIAN",NA,NA,NA,NA
"2020-07-22","MD","NHPI",NA,NA,NA,NA
"2020-07-22","MD","Multiracial",NA,NA,NA,NA
"2020-07-22","MD","Other",3773,36,NA,NA
"2020-07-22","MD","Unknown",13972,12,NA,NA
"2020-07-22","ME","Caucasian",2253,106,308,NA
"2020-07-22","ME","African_American",848,3,38,NA
"2020-07-22","ME","Latino",NA,NA,NA,NA
"2020-07-22","ME","Asian",95,NA,11,NA
"2020-07-22","ME","AIAN",7,NA,0,NA
"2020-07-22","ME","NHPI",2,NA,0,NA
"2020-07-22","ME","Multiracial",25,NA,0,NA
"2020-07-22","ME","Other",115,0,3,NA
"2020-07-22","ME","Unknown",378,9,17,NA
"2020-07-22","MI","Caucasian",34385,3318,NA,NA
"2020-07-22","MI","African_American",22633,2525,NA,NA
"2020-07-22","MI","Latino",NA,NA,NA,NA
"2020-07-22","MI","Asian",1691,80,NA,NA
"2020-07-22","MI","AIAN",323,19,NA,NA
"2020-07-22","MI","NHPI",NA,NA,NA,NA
"2020-07-22","MI","Multiracial",5558,103,NA,NA
"2020-07-22","MI","Other",5003,122,NA,NA
"2020-07-22","MI","Unknown",14137,221,NA,NA
"2020-07-22","MN","Caucasian",21457,1239,2142,NA
"2020-07-22","MN","African_American",9842,152,987,NA
"2020-07-22","MN","Latino",NA,NA,NA,NA
"2020-07-22","MN","Asian",3153,67,415,NA
"2020-07-22","MN","AIAN",405,31,105,NA
"2020-07-22","MN","NHPI",107,3,8,NA
"2020-07-22","MN","Multiracial",807,22,74,NA
"2020-07-22","MN","Other",5874,20,335,NA
"2020-07-22","MN","Unknown",6316,58,460,NA
"2020-07-22","MO","Caucasian",16950,680,NA,NA
"2020-07-22","MO","African_American",8294,391,NA,NA
"2020-07-22","MO","Latino",NA,NA,NA,NA
"2020-07-22","MO","Asian",NA,NA,NA,NA
"2020-07-22","MO","AIAN",NA,NA,NA,NA
"2020-07-22","MO","NHPI",NA,NA,NA,NA
"2020-07-22","MO","Multiracial",1082,10,NA,NA
"2020-07-22","MO","Other",2164,32,NA,NA
"2020-07-22","MO","Unknown",7573,44,NA,NA
"2020-07-22","MP","Caucasian",NA,NA,NA,NA
"2020-07-22","MP","African_American",NA,NA,NA,NA
"2020-07-22","MP","Latino",NA,NA,NA,NA
"2020-07-22","MP","Asian",NA,NA,NA,NA
"2020-07-22","MP","AIAN",NA,NA,NA,NA
"2020-07-22","MP","NHPI",NA,NA,NA,NA
"2020-07-22","MP","Multiracial",NA,NA,NA,NA
"2020-07-22","MP","Other",NA,NA,NA,NA
"2020-07-22","MP","Unknown",38,2,NA,NA
"2020-07-22","MS","Caucasian",13476,582,NA,NA
"2020-07-22","MS","African_American",20721,715,NA,NA
"2020-07-22","MS","Latino",1795,24,NA,NA
"2020-07-22","MS","Asian",149,0,NA,NA
"2020-07-22","MS","AIAN",1165,76,NA,NA
"2020-07-22","MS","NHPI",NA,NA,NA,NA
"2020-07-22","MS","Multiracial",NA,NA,NA,NA
"2020-07-22","MS","Other",3670,16,NA,NA
"2020-07-22","MS","Unknown",6095,10,NA,NA
"2020-07-22","MT","Caucasian",1672,17,NA,NA
"2020-07-22","MT","African_American",15,NA,NA,NA
"2020-07-22","MT","Latino",NA,NA,NA,NA
"2020-07-22","MT","Asian",8,NA,NA,NA
"2020-07-22","MT","AIAN",318,10,NA,NA
"2020-07-22","MT","NHPI",NA,NA,NA,NA
"2020-07-22","MT","Multiracial",NA,NA,NA,NA
"2020-07-22","MT","Other",32,NA,NA,NA
"2020-07-22","MT","Unknown",769,15,NA,NA
"2020-07-22","NC","Caucasian",40399,945,NA,NA
"2020-07-22","NC","African_American",17314,536,NA,NA
"2020-07-22","NC","Latino",NA,NA,NA,NA
"2020-07-22","NC","Asian",1301,25,NA,NA
"2020-07-22","NC","AIAN",911,25,NA,NA
"2020-07-22","NC","NHPI",210,4,NA,NA
"2020-07-22","NC","Multiracial",NA,NA,NA,NA
"2020-07-22","NC","Other",12039,106,NA,NA
"2020-07-22","NC","Unknown",32827,57,NA,NA
"2020-07-22","ND","Caucasian",NA,NA,NA,NA
"2020-07-22","ND","African_American",NA,NA,NA,NA
"2020-07-22","ND","Latino",NA,NA,NA,NA
"2020-07-22","ND","Asian",NA,NA,NA,NA
"2020-07-22","ND","AIAN",NA,NA,NA,NA
"2020-07-22","ND","NHPI",NA,NA,NA,NA
"2020-07-22","ND","Multiracial",NA,NA,NA,NA
"2020-07-22","ND","Other",NA,NA,NA,NA
"2020-07-22","ND","Unknown",5367,88,NA,NA
"2020-07-22","NE","Caucasian",13600,237,1000,NA
"2020-07-22","NE","African_American",1400,23,124,NA
"2020-07-22","NE","Latino",NA,NA,NA,NA
"2020-07-22","NE","Asian",1300,18,98,NA
"2020-07-22","NE","AIAN",256,7,36,NA
"2020-07-22","NE","NHPI",33,0,3,NA
"2020-07-22","NE","Multiracial",NA,NA,NA,NA
"2020-07-22","NE","Other",1600,12,121,NA
"2020-07-22","NE","Unknown",5297,14,140,NA
"2020-07-22","NH","Caucasian",4012,375,506,NA
"2020-07-22","NH","African_American",325,9,31,NA
"2020-07-22","NH","Latino",657,11,66,NA
"2020-07-22","NH","Asian",164,4,20,NA
"2020-07-22","NH","AIAN",NA,NA,NA,NA
"2020-07-22","NH","NHPI",NA,NA,NA,NA
"2020-07-22","NH","Multiracial",NA,NA,NA,NA
"2020-07-22","NH","Other",246,1,14,NA
"2020-07-22","NH","Unknown",891,2,43,NA
"2020-07-22","NJ","Caucasian",38813,7326,8493,NA
"2020-07-22","NJ","African_American",18328,2476,3949,NA
"2020-07-22","NJ","Latino",32730,2730,5432,NA
"2020-07-22","NJ","Asian",5437,745,1049,NA
"2020-07-22","NJ","AIAN",NA,NA,NA,NA
"2020-07-22","NJ","NHPI",NA,NA,NA,NA
"2020-07-22","NJ","Multiracial",NA,NA,NA,NA
"2020-07-22","NJ","Other",12164,243,758,NA
"2020-07-22","NJ","Unknown",70173,2187,1503,NA
"2020-07-22","NM","Caucasian",2347,98,NA,NA
"2020-07-22","NM","African_American",324,4,NA,NA
"2020-07-22","NM","Latino",6722,59,NA,NA
"2020-07-22","NM","Asian",123,1,NA,NA
"2020-07-22","NM","AIAN",7159,236,NA,NA
"2020-07-22","NM","NHPI",NA,NA,NA,NA
"2020-07-22","NM","Multiracial",NA,NA,NA,NA
"2020-07-22","NM","Other",NA,NA,NA,NA
"2020-07-22","NM","Unknown",1153,193,NA,NA
"2020-07-22","NV","Caucasian",7023,288,NA,90658
"2020-07-22","NV","African_American",1949,70,NA,18304
"2020-07-22","NV","Latino",7920,102,NA,15142
"2020-07-22","NV","Asian",1735,82,NA,10609
"2020-07-22","NV","AIAN",107,4,NA,2207
"2020-07-22","NV","NHPI",NA,NA,NA,0
"2020-07-22","NV","Multiracial",NA,NA,NA,0
"2020-07-22","NV","Other",3868,11,NA,39220
"2020-07-22","NV","Unknown",16055,147,NA,225300
"2020-07-22","NY","Caucasian",NA,8597,NA,NA
"2020-07-22","NY","African_American",NA,6329,NA,NA
"2020-07-22","NY","Latino",NA,6665,NA,NA
"2020-07-22","NY","Asian",NA,1683,NA,NA
"2020-07-22","NY","AIAN",NA,NA,NA,NA
"2020-07-22","NY","NHPI",NA,NA,NA,NA
"2020-07-22","NY","Multiracial",NA,NA,NA,NA
"2020-07-22","NY","Other",NA,1842,NA,NA
"2020-07-22","NY","Unknown",408886,3016,NA,NA
"2020-07-22","OH","Caucasian",37618,2454,5366,NA
"2020-07-22","OH","African_American",20518,627,NA,NA
"2020-07-22","OH","Latino",NA,NA,NA,NA
"2020-07-22","OH","Asian",2149,36,NA,NA
"2020-07-22","OH","AIAN",95,1,NA,NA
"2020-07-22","OH","NHPI",147,1,NA,NA
"2020-07-22","OH","Multiracial",2359,39,NA,NA
"2020-07-22","OH","Other",5420,24,NA,NA
"2020-07-22","OH","Unknown",10436,53,NA,NA
"2020-07-22","OK","Caucasian",15339,355,NA,NA
"2020-07-22","OK","African_American",2001,30,NA,NA
"2020-07-22","OK","Latino",NA,NA,NA,NA
"2020-07-22","OK","Asian",1556,11,NA,NA
"2020-07-22","OK","AIAN",2099,42,NA,NA
"2020-07-22","OK","NHPI",NA,NA,NA,NA
"2020-07-22","OK","Multiracial",NA,NA,NA,NA
"2020-07-22","OK","Other",1091,11,NA,NA
"2020-07-22","OK","Unknown",5215,25,NA,NA
"2020-07-22","OR","Caucasian",6378,197,789,NA
"2020-07-22","OR","African_American",589,6,66,NA
"2020-07-22","OR","Latino",NA,NA,NA,NA
"2020-07-22","OR","Asian",491,12,62,NA
"2020-07-22","OR","AIAN",350,3,29,NA
"2020-07-22","OR","NHPI",377,6,54,NA
"2020-07-22","OR","Multiracial",342,2,21,NA
"2020-07-22","OR","Other",5032,23,331,NA
"2020-07-22","OR","Unknown",1834,22,81,NA
"2020-07-22","PA","Caucasian",32200,5018,NA,NA
"2020-07-22","PA","African_American",14000,1484,NA,NA
"2020-07-22","PA","Latino",NA,NA,NA,NA
